Chapter,Pattern,Page,Type,Kanji,Kana,Meaning
9,116,207,Practice,私は先生に本を差し上げる/差し上げます。,わたしはせんせいにほんをさしあげる/さしあげます。,I'll give my teacher a book.
9,116,207,Practice,子供は猿にピーナッツをやった/やりました。,こどもはさるにピーナッツをやった/やりました。,The child gave some peanuts to the monkeys.
9,117,208,Pattern,私は時々リタさんに辞書を貸してあげる/貸してあげます。,わたしはときどきリタさんにじしょをかしてあげる/かしてあげます。,I sometimes lend Rita my dictionary.
9,117,208,Example,私は友達に日本の切手を送ってあげた。,わたしはともだちににほんのきってをおくってあげた。,I sent my friend some Japanese stamps.
9,117,208,Example,私は先生を車で家まで送って差し上げました。,わたしはせんせいをくるまでうちまでおくってさしあげました。,I drove my teacher home.
9,117,209,Example,主人は息子におもちゃの飛行機を買ってやった。,しゅじんはむすこにおもちゃのひこうきをかってやった。,My husband bought our son a toy airplane.
9,117,209,Practice,私はジョン（さん）に記事をコピーしてあげた/コピーしてあげました。,わたしはジョン（さん）にきじをコピーしてあげた/コピーしてあげました。,I copied the article for John.
9,117,209,Practice,私は田中先生に写真を撮って差し上げた/差し上げました。,わたしはたなかせんせいにしゃしんをとってさしあげた/さしあげました。,I took pictures for Professor Tanaka.
9,117,209,Practice,主人は子供を花火大会に連れて行ってやった/連れて行ってやりました。,しゅじんはこどもをはなびたいかいにつれていってやった/つれていってやりました。,My husband took the children to a fireworks display.
9,118,209,Pattern,私は友達に/から葉書をもらった/もらいました。,わたしはともだちに/からはがきをもらった/もらいました。,I received a postcard from my friend.
9,118,210,Example,ホワイトさんは阿部さんに/から歌舞伎の切符をもらった。,ホワイトさんはあべさんに/からかぶきのきっぷをもらった。,Mr. White got a Kabuki ticket from Mr. Abe.
9,118,210,Example,私は和子さんのお母さんに/からなしをいただきました。,わたしはかずこさんのおかあさんに/からなしをいただきました。,I received some pears from Kazuko's mother.
9,118,210,Example,ロビンは大学から奨学金をもらった。,ロビンはだいがくからしょうがくきんをもらった。,Robin received a scholarship from the university.
9,118,211,Practice,サラ（さん）はクラスメートに/からラブレターをもらった/もらいました。,サラ（さん）はクラスメートに/からラブレターをもらった/もらいました。,Sarah received a love letter from her classmate.
9,118,211,Practice,私はマネージャーの奥さんに/からパリのお土産をいただいた/いただきました。,わたしはマネージャーのおくさんに/からパリのおみやげをいただいた/いただきました。,I received a souvenir from Paris from the manager's wife.
9,118,211,Practice,小川さんは会社からお金をもらった/もらいました。,おがわさんはかいしゃからおかねをもらった/もらいました。,Mr. Ogawa received some money from the company.
9,119,211,Pattern,原さんにゴルフを教えてもらう/教えてもらいます。,はらさんにゴルフをおしえてもらう/おしえてもらいます。,I'll have Mr. Hara teach me golf.
9,119,212,Example,戸田さんに手伝いに来てもらいます。,とださんにてつだいにきてもらいます。,I'll have Ms. Toda come to help me.
9,119,212,Example,ゆり子さんは妹（さん）にセーターを編んでもらった。,ゆりこさんはいもうと（さん）にセーターをあんでもらった。,Yuriko had her younger sister knit a sweater for her.
9,119,212,Example,先生に日本の地図を貸していただいた。,せんせいににほんのちずをかしていただいた。,I had my teacher lend me a map of Japan.
9,119,213,Practice,兄に本棚を作ってもらった/作ってもらいました。,あににほんだなをつくってもらった/つくってもらいました。,I had my older brother make a bookshelf for me.
9,119,213,Practice,彼女は杉さんに車を売ってもらった/売ってもらいました。,かのじょはすぎさんにくるまをうってもらった/うってもらいました。,She had Mr. Sugi sell her car.
9,119,213,Practice,部長にこの書類にサインしていただく/サインしていただきます。,ぶちょうにこのしょるいにサインしていただく/サインしていただきます。,I'll have the department head sign these papers.
9,120,213,Pattern,母が（私に）この指輪をくれた/くれました。,ははが（わたしに）このゆびわをくれた/くれました。,My mother gave me this ring.
9,120,213,Example,良子（さん）はよく（私に）おいしいクッキーをくれる。,よしこ（さん）はよく（わたしに）おいしいクッキーをくれる。,Yoshiko often gives me delicious cookies.
9,120,214,Example,土井さんが娘にこの人形をくれました。,どいさんがむすめにこのにんぎょうをくれました。,Ms. Doi gave my daughter this doll.
9,120,214,Example,先生が（私に）辞書をくださいました。,せんせいが（わたしに）じしょをくださいました。,My teacher gave me a dictionary.
9,120,214,Practice,知らない人が（私に）りんごをくれた/くれました。,しらないひとが（わたしに）りんごをくれた/くれました。,A stranger gave me an apple.
9,120,214,Practice,山野さんが息子にマフラーをくれた/くれました。,やまのさんがむすこにマフラーをくれた/くれました。,Mr. Yamano gave my son a scarf.
9,120,214,Practice,ピアノの先生が（私に）コンサートの切符を２枚くださった/くださいました。,ピアノのせんせいが（わたしに）コンサートのきっぷをにまいくださった/くださいました。,My piano teacher gave me two concert tickets.
9,121,215,Pattern,久保さんが（私達に）すき焼きを作ってくれた/作ってくれました。,くぼさんが（わたしたちに）すきやきをつくってくれた/つくってくれました。,Ms. Kubo cooked sukiyaki for us.
9,121,215,Example,時々三木さんが（私に）カメラを貸してくれます。,ときどきみきさんが（わたしに）カメラをかしてくれます。,Sometimes Mr. Miki lends me his camera.
9,121,215,Example,友達が母にコンピューターの使い方を教えてくれた。,ともだちがははにコンピューターのつかいかたをおしえてくれた。,My friend taught my mother how to use a computer.
9,121,216,Example,宮田先生が（私達に）そのニュースを知らせてくださった。,みやたせんせいが（わたしたちに）そのニュースをしらせてくださった。,Professor Miyata informed us of the news.
9,121,216,Practice,ガールフレンドが（僕に）すしの食べ方を教えてくれた/教えてくれました。,ガールフレンドが（ぼくに）すしのたべかたをおしえてくれた/おしえてくれました。,My girlfriend taught me how to eat sushi.
9,121,216,Practice,父が（私に）授業料を送ってくれる/送ってくれます。,ちちが（わたしに）じゅぎょうりょうをおくってくれる/おくってくれます。,My father sends me my tuition.
9,121,216,Practice,三宅先生が（私達に）映画を見せてくださった/見せてくださいました。,みやけせんせいが（わたしたちに）えいがをみせてくださった/みせてくださいました。,Professor Miyake showed us a movie.
10,122,217,Pattern,ジョンソンさんは今日来るだろう/でしょう。,ジョンソンさんはきょうくるだろう/でしょう。,Mr. Johnson will probably come today.
10,122,217,Pattern,あのホテルは高いだろう/でしょう。,あのホテルはたかいだろう/でしょう。,That hotel is probably expensive.
10,122,217,Pattern,ベン（さん）はダンスが上手だろう/でしょう。,ベン（さん）はダンスがじょうずだろう/でしょう。,Ben is probably good at dancing.
10,122,217,Example,あの若い男の人は外国人でしょう。,あのわかいおとこのひとはがいこくじんでしょう。,That young man is probably a foreigner.
10,122,218,Example,試験は難しかっただろう。,しけんはむずかしかっただろう。,The exam was probably difficult.
10,122,218,Example,彼女はたぶんレセプションに来ないだろう。,かのじょはたぶんレセプションにこないだろう。,She probably won't come to the reception.
10,122,218,Example,その手続きはきっと簡単でしょう。,そのてつづきはきっとかんたんでしょう。,I'm sure the procedure will be simple.
10,122,219,Practice,これはヒルさんの車だろう/でしょう。,これはヒルさんのくるまだろう/でしょう。,This is probably Mr. Hill's car.
10,122,219,Practice,講義は３時までに終わらないだろう/でしょう。,こうぎはさんじまでにおわらないだろう/でしょう。,The lecture probably won't end by 3 o'clock.
10,122,219,Practice,あの夫婦はたぶん離婚するだろう/でしょう。,あのふうふはたぶんりこんするだろう/でしょう。,They (= the couple) will probably get divorced.
10,122,219,Practice,クラス会はきっと楽しかっただろう/でしょう。,クラスかいはきっとたのしかっただろう/でしょう。,I'm sure the class reunion was fun.
10,123,219,Pattern,明日雨が降るかもしれない/かもしれません。,あしたあめがふるかもしれない/かもしれません。,It might rain tomorrow.
10,123,219,Pattern,映画はつまらないかもしれない/かもしれません。,えいがはつまらないかもしれない/かもしれません。,The movie might be boring.
10,123,219,Pattern,彼は歌が下手かもしれない/かもしれません。,かれはうたがへたかもしれない/かもしれません。,He might be bad at singing.
10,123,220,Example,飛行機は少し早く着くかもしれない。,ひこうきはすこしはやくつくかもしれない。,The plane might arrive a little earlier.
10,123,220,Example,あのミュージカルはおもしろくないかもしれませんよ。,あのミュージカルはおもしろくないかもしれませんよ。,"That musical might not be interesting, you know."
10,123,220,Example,あれは大使館のハントさんだったかもしれない。,あれはたいしかんのハントさんだったかもしれない。,That might have been Mr. Hunt from the embassy.
10,123,220,Practice,雨は明日までに止まないかもしれない/かもしれません。,あめはあしたまでにやまないかもしれない/かもしれません。,The rain might not stop by tomorrow.
10,123,220,Practice,ジム（さん）は中国料理が嫌いだったかもしれない/かもしれません。,ジム（さん）はちゅうごくりょうりがきらいだったかもしれない/かもしれません。,Jim might have disliked Chinese food.
10,123,220,Practice,ゆり子さんはピクニックに友達を連れてくるかもしれない/かもしれません。,ゆりこさんはピクニックにともだちをつれてくるかもしれない/かもしれません。,Yuriko might bring her friend to the picnic.
10,124,221,Pattern,彼は成功するに違いない/違いありません。,かれはせいこうするにちがいない/ちがいありません。,There is no doubt that he will succeed.
10,124,221,Pattern,この時計は高いに違いない/違いありません。,このとけいはたかいにちがいない/ちがいありません。,This watch must be expensive.
10,124,221,Pattern,式は豪華だったに違いない/違いありません。,しきはごうかだったにちがいない/ちがいありません。,The ceremony must have been gorgeous.
10,124,221,Example,木原さんは約束を忘れたに違いない。,きはらさんはやくそくをわすれたにちがいない。,Mr. Kihara must have forgotten the appointment.
10,124,221,Example,この魚は新しくないに違いありません。,このさかなはあたらしくないにちがいありません。,This fish must not be fresh.
10,124,222,Example,今度の野球のコーチは厳格に違いない。,こんどのやきゅうのコーチはげんかくにちがいない。,Our new baseball coach must be strict.
10,124,222,Example,あの建物は市の図書館に違いありません。,あのたてものはしのとしょかんにちがいありません。,That building must be the city library.
10,124,222,Practice,マイク（さん）は討論会に参加するに違いない/違いありません。,マイク（さん）はとうろんかいにさんかするにちがいない/ちがいありません。,There is no doubt that Mike will participate in the debate.
10,124,222,Practice,湖の水は冷たいに違いない/違いありません。,みずうみのみずはつめたいにちがいない/ちがいありません。,The lake water must be cold.
10,124,222,Practice,公園の桜の花はきれいだったに違いない/違いありません。,こうえんのさくらのはなはきれいだったにちがいない/ちがいありません。,The cherry blossoms in the park must have been pretty.
10,124,222,Practice,彼は仕事を探しているに違いない/違いありません。,かれはしごとをさがしているにちがいない/ちがいありません。,He must be looking for a job.
10,125,223,Pattern,売り上げは増えるはずだ/です。,うりあげはふえるはずだ/です。,"Sales will increase, I'm sure."
10,125,223,Pattern,会議は短かったはずだ/です。,かいぎはみじかかったはずだ/です。,I'm quite sure that the meeting was short.
10,125,223,Pattern,あの旅館は静かなはずだ/です。,あのりょかんはしずかなはずだ/です。,That inn is sure to be quiet.
10,125,223,Example,これから物価が上がるはずだ。,これからぶっかがあがるはずだ。,Prices will (only) go up from now on.
10,125,223,Example,昨日ビルさんは学校へ来なかったはずです。,きのうビルさんはがっこうへこなかったはずです。,I'm quite sure that Bill didn't come to school yesterday.
10,125,224,Example,あのレストランはとても高いはずです。,あのレストランはとてもたかいはずです。,"That restaurant is very expensive, I'm sure."
10,125,224,Example,彼の秘書は有能だったはずだ。,かれのひしょはゆうのうだったはずだ。,I'm quite sure that his secretary was competent.
10,125,224,Practice,彼は去年会社を辞めたはずだ/です。,かれはきょねんかいしゃをやめたはずだ/です。,I'm quite sure that he quit the company last year.
10,125,224,Practice,このロープは丈夫なはずだ/です。,このロープはじょうぶなはずだ/です。,"This rope is durable, I'm sure."
10,125,224,Practice,アン（さん）は展覧会に行かなかったはずだ/です。,アン（さん）はてんらんかいにいかなかったはずだ/です。,I'm quite sure that Anne didn't go to the exhibition.
10,126,225,Pattern,雪が降りそうだ/そうです。,ゆきがふりそうだ/そうです。,It looks like it will snow.
10,126,225,Pattern,このケーキはおいしそうだ/そうです。,このケーキはおいしそうだ/そうです。,This cake looks delicious.
10,126,225,Pattern,あの子は元気そうだ/そうです。,あのこはげんきそうだ/そうです。,That child looks healthy.
10,126,225,Example,庭の花はもうすぐ咲きそうだ。,にわのはなはもうすぐさきそうだ。,It looks like the flowers in the garden will bloom soon.
10,126,225,Example,彼女はゆうべのパーティーで寂しそうだった。,かのじょはゆうべのパーティーでさびしそうだった。,She looked lonely at last night's party.
10,126,226,Example,彼は頭はよさそうだが体は強くなさそうだ。,かれはあたまはよさそうだがからだはつよくなさそうだ。,He looks intelligent but doesn't look physically strong.
10,126,226,Example,若い夫婦は幸せそうだった。,わかいふうふはしあわせそうだった。,The young (married) couple looked happy.
10,126,226,Practice,今晩台風が来そうだ/そうです。,こんばんたいふうがきそうだ/そうです。,It looks like a typhoon is coming tonight.
10,126,226,Practice,課長は一日中忙しそうだった/そうでした。,かちょうはいちにちじゅういそがしそうだった/そうでした。,The section chief looked busy all day long.
10,126,226,Practice,そのホテルは買い物に不便そうだ/そうです。,そのホテルはかいものにふべんそうだ/そうです。,It sounds as though the hotel is inconvenient for shopping.
10,127,227,Pattern,ロスさんはアメリカに帰るらしい/らしいです。,ロスさんはアメリカにかえるらしい/らしいです。,It seems that Mr. Ross will return to America.
10,127,227,Pattern,試合はつまらなかったらしい/らしいです。,しあいはつまらなかったらしい/らしいです。,It seems that the game was boring.
10,127,227,Pattern,あの歌手は有名らしい/らしいです。,あのかしゅはゆうめいらしい/らしいです。,That singer seems to be famous.
10,127,227,Example,彼はもう寝たらしい。,かれはもうねたらしい。,He seems to have gone to bed already.
10,127,227,Example,あの地方は雪が多いらしいです。,あのちほうはゆきがおおいらしいです。,It seems that region has much snow.
10,127,228,Example,彼女は数学が嫌いだったらしい。,かのじょはすうがくがきらいだったらしい。,It seems that she disliked mathematics.
10,127,228,Example,ここは幼稚園らしい。,ここはようちえんらしい。,This place seems to be a kindergarten.
10,127,228,Practice,彼は野鳥が好きだったらしい/らしいです。,かれはやちょうがすきだったらしい/らしいです。,It seems that he liked wild birds.
10,127,228,Practice,あの大学の入学試験は難しいらしい/らしいです。,あのだいがくのにゅうがくしけんはむずかしいらしい/らしいです。,That college's entrance exams seem to be difficult.
10,127,228,Practice,野田さんはコンサートに行かないらしい/らしいです。,のださんはコンサートにいかないらしい/らしいです。,It seems that Ms. Noda won't go to the concert.
10,128,229,Pattern,あそこに家が建つようだ/ようです。,あそこにうちがたつようだ/ようです。,It seems that a house will be built over there.
10,128,229,Pattern,小野さんの病気は重いようだ/ようです。,おのさんのびょうきはおもいようだ/ようです。,Mr. Ono's illness seems to be serious.
10,128,229,Pattern,交渉は困難だったようだ/ようです。,こうしょうはこんなんだったようだ/ようです。,It seems that the negotiations were difficult.
10,128,229,Example,この機械は壊れたようだ。,このきかいはこわれたようだ。,It seems that this machine is broken.
10,128,229,Example,実験の結果はよかったようです。,じっけんのけっかはよかったようです。,It seems that the result of the experiment was good.
10,128,230,Example,月曜日は、彼はひまなようだ。,げつようびは、かれはひまなようだ。,He seems to be free (not busy) on Mondays.
10,128,230,Example,結局彼女は彼と結婚しないみたいだ。,けっきょくかのじょはかれとけっこんしないみたいだ。,It seems that she won't marry him after all.
10,128,230,Practice,彼の会社は倒産したようだ/ようです。,かれのかいしゃはとうさんしたようだ/ようです。,It seems that his company went bankrupt.
10,128,230,Practice,この車はエンジンがいいようだ/ようです。,このくるまはエンジンがいいようだ/ようです。,It seems that this car has a good engine.
10,128,230,Practice,青木さんのお母さんは厳格だったようだ/ようです。,あおきさんのおかあさんはげんかくだったようだ/ようです。,It seems that Ms. Aoki's mother was strict.
10,129,231,Pattern,銀座で火事があったそうだ/そうです。,ぎんざでかじがあったそうだ/そうです。,I heard that there was a fire in Ginza.
10,129,231,Example,沖さんは柔道の先生だそうだ。,おきさんはじゅうどうのせんせいだそうだ。,I heard that Mr. Oki is an instructor of judo.
10,129,231,Example,敏子さんは料理がとても上手だそうです。,としこさんはりょうりがとてもじょうずだそうです。,I heard that Toshiko is very good at cooking.
10,129,231,Example,あの店のパンはよくないそうだ。,あのみせのパンはよくないそうだ。,I hear that the bread at that store isn't good.
10,129,231,Example,酒井さんはたばこを止めたそうです。,さかいさんはたばこをやめたそうです。,I heard that Mr. Sakai quit smoking.
10,129,232,Practice,サラのお父さんは作曲家だったそうだ/そうです。,サラのおとうさんはさっきょくかだったそうだ/そうです。,I heard that Sarah's father was a composer.
10,129,232,Practice,田村さんはお酒を飲まないそうだ/そうです。,たむらさんはおさけをのまないそうだ/そうです。,I heard that Mr. Tamura doesn't drink any alcohol.
10,129,232,Practice,来年新しい講堂が建つそうだ/そうです。,らいねんあたらしいこうどうがたつそうだ/そうです。,I heard that a new auditorium is going to be built next year.
10,130,232,Pattern,ヘレン（さん）は「９時に来ます」と言った/言いました。,ヘレン（さん）は「くじにきます」といった/いいました。,"Helen said, ""I'll come at 9 o'clock."""
10,130,232,Pattern,サム（さん）は旅行は楽しかったと言った/言いました。,サム（さん）はりょこうはたのしかったといった/いいました。,Sam said that his trip was enjoyable.
10,130,233,Example,佐伯さんは「社長は今電話をかけています」と言った。,さえきさんは「しゃちょうはいまでんわをかけています」といった。,"Mr. Saeki said, ""The president is making a phone call now."""
10,130,233,Example,正子（さん）は「オペラはすばらしかったですね」と言いました。,まさこ（さん）は「オペラはすばらしかったですね」といいました。,"Masako said, ""The opera was splendid, wasn't it?"""
10,130,233,Example,知らない人が私に「今何時ですか」と聞きました。,しらないひとがわたしに「いまなんじですか」とききました。,"A stranger asked me, ""What time is it now?"""
10,130,233,Example,彼は必ず事業に成功すると思う。,かれはかならずじぎょうにせいこうするとおもう。,I think that he will most certainly succeed in his enterprise.
10,130,234,Practice,彼は私に「山野先生を知っていますか」と聞いた/聞きました。,かれはわたしに「やまのせんせいをしっていますか」ときいた/ききました。,"He asked me, ""Do you know Professor Yamano?"""
10,130,234,Practice,和夫は英語を習いたいと言っている/います。,かずおはえいごをならいたいといっている/います。,Kazuo says (= is saying) that he wants to learn English.
10,130,234,Practice,多田さんはお父さんが来週入院すると言った/言いました。,たださんはおとうさんがらいしゅうにゅういんするといった/いいました。,Ms. Tada said that her father would be hospitalized next week.
10,130,234,Practice,彼女は親切だったと思う/思います。,かのじょはしんせつだったとおもう/おもいます。,I think that she was kind.
11,131,235,Pattern,春が来ると、花が咲く/咲きます。,はるがくると、はながさく/さきます。,"When spring comes, the flowers bloom."
11,131,235,Pattern,壁が白いと、部屋が明るい（です）。,かべがしろいと、へやがあかるい（です）。,"If the walls are white, the room will be bright."
11,131,235,Pattern,日本語が下手だと、ここでは働けない/働けません。,にほんごがへただと、ここでははたらけない/はたらけません。,"If you are bad at Japanese, you can't work here."
11,131,236,Example,笛を鳴らすと、鳥が飛んでいった。,ふえをならすと、とりがとんでいった。,"When I blew the whistle, the birds flew away."
11,131,236,Example,天気が悪いと、試合はありませんね。,てんきがわるいと、しあいはありませんね。,"If the weather is bad, there won't be a game, right?"
11,131,236,Example,野菜は新鮮だと、よく売れる。,やさいはしんせんだと、よくうれる。,"If the vegetables are fresh, they sell well."
11,131,237,Practice,あのベルを押すと、ドアが開く/開きます。,あのベルをおすと、ドアがあく/あきます。,"When you push that bell, the door will open."
11,131,237,Practice,ビールは冷たくないと、おいしくない/おいしくありません。,ビールはつめたくないと、おいしくない/おいしくありません。,"As for the beer, if it isn't cold, it won't taste good (= it won't be delicious)."
11,131,237,Practice,このレポートがだめだと、書き直さなければならない/なりません。,このレポートがだめだと、かきなおさなければならない/なりません。,"If this report is no good, I will have to rewrite it."
11,132,237,Pattern,きちんと運動すれば/運動したらやせる/やせます。,きちんとうんどうすれば/うんどうしたらやせる/やせます。,"If you exercise regularly, you'll get thin."
11,132,237,Pattern,もっと安ければ/安かったら買うつもりだ/です。,もっとやすければ/やすかったらかうつもりだ/です。,"If it is cheaper, I intend to buy it."
11,132,237,Pattern,波が静かなら（ば）/静かだったら泳ごう/泳ぎましょう。,なみがしずかなら（ば）/しずかだったらおよごう/およぎましょう。,"If the waves are calm, let's (go for a) swim."
11,132,239,Example,時間があれば/あったら奈良を見物したいです。,じかんがあれば/あったらならをけんぶつしたいです。,"If I have time, I want to see (the sights in) Nara."
11,132,239,Example,寒ければ/寒かったらヒーターをつけてください。,さむければ/さむかったらヒーターをつけてください。,"If it's cold, please turn on the heater."
11,132,239,Example,海が危険なら/危険だったら泳がないほうがいいですよ。,うみがきけんなら/きけんだったらおよがないほうがいいですよ。,"If the ocean is dangerous, you had better not swim (in it)."
11,132,240,Practice,バスで行けば/行ったら（そこまで）１時間ほどで行ける/行けます。,バスでいけば/いったら（そこまで）いちじかんほどでいける/いけます。,"If you go by bus, you can get there in about one hour."
11,132,240,Practice,必要なら/必要だったらすぐ買ったほうがいいですよ。,ひつようなら/ひつようだったらすぐかったほうがいいですよ。,"If it's necessary, you had better buy it right away."
11,132,240,Practice,ケーキはおいしければ/おいしかったらよく売れる/売れます。,ケーキはおいしければ/おいしかったらよくうれる/うれます。,"If the cakes are delicious, they will sell well."
11,133,240,Pattern,株を買う（の）なら、今がいい時期だ/です。,かぶをかう（の）なら、いまがいいじきだ/です。,"If you are going to buy stocks, now is a good time."
11,133,240,Pattern,そんなにおもしろい（の）なら、見に行こう/行きましょう。,そんなにおもしろい（の）なら、みにいこう/いきましょう。,"If it's that interesting, let's go to see it."
11,133,240,Pattern,日本食が好きなら、作ってあげる/作ってあげます。,にほんしょくがすきなら、つくってあげる/つくってあげます。,"If you like Japanese food, I'll cook some for you."
11,133,241,Example,日本へ行く（の）なら、日本語を勉強しなさい。,にほんへいく（の）なら、にほんごをべんきょうしなさい。,"If you are going to Japan, study Japanese."
11,133,241,Example,ここから近い（の）なら、歩きませんか。,ここからちかい（の）なら、あるきませんか。,"If it's near here, how about walking (the distance)?"
11,133,241,Example,使わない（の）なら、借りてもいいですか。,つかわない（の）なら、かりてもいいですか。,"If you aren't going to use it, may I borrow it?"
11,133,241,Example,健康ならどこへでも行けますよ。,けんこうならどこへでもいけますよ。,"If you are healthy, you can go anywhere."
11,133,242,Practice,このカレンダーが欲しい（の）なら、あげる/あげますよ。,このカレンダーがほしい（の）なら、あげる/あげますよ。,"If you want this calendar, I'll give it to you."
11,133,242,Practice,この本を読まない（の）なら、返してください。,このほんをよまない（の）なら、かえしてください。,"If you are not going to read this book, please return it to me."
11,133,242,Practice,一緒に来る（の）なら、すぐ支度しなさい。,いっしょにくる（の）なら、すぐしたくしなさい。,"If you are coming with me, get ready right away."
11,133,242,Practice,ジム（さん）がひまなら、映画に誘いたい/誘いたいです。,ジム（さん）がひまなら、えいがにさそいたい/さそいたいです。,"If Jim is free (not busy), I'd like to invite him to the movie."
11,134,242,Pattern,彼は雨が降ってもゴルフをする/します。,かれはあめがふってもゴルフをする/します。,He plays golf even if it rains.
11,134,242,Pattern,難しくても勉強を続けたい/続けたいです。,むずかしくてもべんきょうをつづけたい/つづけたいです。,I want to continue studying even if it is difficult.
11,134,242,Pattern,彼女は裕福でもお金を使わない/使いません。,かのじょはゆうふくでもおかねをつかわない/つかいません。,"Even though she is rich, she doesn't spend money."
11,134,243,Example,ジェフさんは勉強しなくてもいつも成績がいいです。,ジェフさんはべんきょうしなくてもいつもせいせきがいいです。,"Even though Jeff doesn't study, his grades are always good."
11,134,243,Example,彼は暑くてもエアコンを使わない。,かれはあつくてもエアコンをつかわない。,"Even if it is hot, he doesn't use the air conditioner."
11,134,243,Example,安全でもそんな所へ行かないほうがいいですよ。,あんぜんでもそんなところへいかないほうがいいですよ。,"Even if it's safe, you had better not go to such a place."
11,134,244,Practice,危険でもエベレスト山に登りたい/登りたいです。,きけんでもエベレストざんにのぼりたい/のぼりたいです。,I want to climb Mt. Everest even if it is dangerous.
11,134,244,Practice,彼女はドレスを買っても着ない/着ません。,かのじょはドレスをかってもきない/きません。,She doesn't wear dresses even if she buys them.
11,134,244,Practice,両親が反対しても彼と結婚するつもりだ/です。,りょうしんがはんたいしてもかれとけっこんするつもりだ/です。,"Even if my parents object, I intend to marry him."
11,135,244,Pattern,私はセールスマンにだまされた/だまされました。,わたしはセールスマンにだまされた/だまされました。,I was deceived by the salesman.
11,135,244,Example,健二は時々お父さんにしかられる。,けんじはときどきおとうさんにしかられる。,Kenji is sometimes scolded by his father.
11,135,245,Example,この病院は１０年前に建てられた。,このびょういんはじゅうねんまえにたてられた。,This hospital was built ten years ago.
11,135,245,Example,木村先生は学生に尊敬されています。,きむらせんせいはがくせいにそんけいされています。,Professor Kimura is respected by his students.
11,135,245,Practice,秘書は部長にほめられた/ほめられました。,ひしょはぶちょうにほめられた/ほめられました。,The secretary was praised by the department head.
11,135,245,Practice,今晩講堂でリサイタルが行われる/行われます。,こんばんこうどうでリサイタルがおこなわれる/おこなわれます。,A recital will be held in the auditorium this evening.
11,135,245,Practice,ベンソンさんはレセプションに招待される/招待されます。,ベンソンさんはレセプションにしょうたいされる/しょうたいされます。,Mr. Benson will be invited to the reception.
11,136,246,Pattern,勝は泥棒に自転車を盗まれた/盗まれました。,まさるはどろぼうにじてんしゃをぬすまれた/ぬすまれました。,Masaru had his bicycle stolen by a thief.
11,136,246,Example,私は赤ちゃんにブラウスを汚された。,わたしはあかちゃんにブラウスをよごされた。,I had my blouse soiled by a baby.
11,136,246,Example,息子は隣の犬に手をかまれた。,むすこはとなりのいぬにてをかまれた。,My son had his hand bitten by the neighbor's dog.
11,136,246,Example,私は歯医者に歯を抜かれてしまった。,わたしははいしゃにはをぬかれてしまった。,I had a tooth pulled out by my dentist.
11,136,247,Practice,私は友達に恋人を取られた/取られました。,わたしはともだちにこいびとをとられた/とられました。,I had my lover stolen by a friend.
11,136,247,Practice,娘は隣の子供に人形を壊された/壊されました。,むすめはとなりのこどもににんぎょうをこわされた/こわされました。,My daughter had her doll broken by the neighbor's child.
11,136,247,Practice,私は手紙を先生に破られた/破られました。,わたしはてがみをせんせいにやぶられた/やぶられました。,The letter was torn up by my teacher.
11,137,247,Pattern,私は友達に夜遅くに来られた/来られました。,わたしはともだちによるおそくにこられた/こられました。,My friend came to my house late at night (much to my inconvenience).
11,137,248,Example,私達は釣り場で雨に降られた。,わたしたちはつりばであめにふられた。,We were rained on at our fishing spot.
11,137,248,Example,私は１年前に家内に死なれました。,わたしはいちねんまえにかないにしなれました。,My wife died a year ago (to my great grief).
11,137,248,Example,私は劇場で大きい男の人に前に座られた。,わたしはげきじょうでおおきいおとこのひとにまえにすわられた。,A big man sat in front of me at the theater (and I was unhappy).
11,137,249,Practice,私達は一晩中赤ちゃんに泣かれた/泣かれました。,わたしたちはひとばんじゅうあかちゃんになかれた/なかれました。,Our baby cried all night long (to our annoyance).
11,137,249,Practice,隆（さん）はみんなに笑われた/笑われました。,たかし（さん）はみんなにわらわれた/わらわれました。,Takashi was laughed at by everybody.
11,137,249,Practice,北さんは奥さんに出て行かれた/出て行かれました。,きたさんはおくさんにでていかれた/でていかれました。,Mr. Kita's wife left him.
11,138,249,Pattern,佐々木さんは私にレポートを書かせた/書かせました。,ささきさんはわたしにレポートをかかせた/かかせました。,Mr. Sasaki made/let me write the report.
11,138,250,Example,私は娘にピアノを習わせるつもりです。,わたしはむすめにピアノをならわせるつもりです。,I intend to make/let my daughter learn the piano.
11,138,250,Example,社長は秘書を早く家へ帰らせた。,しゃちょうはひしょをはやくうちへかえらせた。,The president let his secretary go home early.
11,138,250,Example,八木さんは息子を工場で働かせた。,やぎさんはむすこをこうじょうではたらかせた。,Mr. Yagi made/let his son work in the factory.
11,138,250,Example,私は和夫をキャンプに行かせてやった。,わたしはかずおをキャンプにいかせてやった。,I let Kazuo go camping.
11,138,250,Example,父は私にカメラを使わせてくれた。,ちちはわたしにカメラをつかわせてくれた。,My father let me use his camera.
11,138,251,Practice,私は正子（さん）に部屋を掃除させた/掃除させました。,わたしはまさこ（さん）にへやをそうじさせた/そうじさせました。,I made Masako clean her room.
11,138,251,Practice,彼は時々同僚を怒らせる/怒らせます。,かれはときどきどうりょうをおこらせる/おこらせます。,He sometimes makes his coworkers (get) angry.
11,138,251,Practice,子供は犬を泳がせた/泳がせました。,こどもはいぬをおよがせた/およがせました。,The child made the dog swim.
